customer_id,tenure,monthly_charges,total_charges,support_calls,contract_type,internet_service,payment_method,churn
CUST-0504,45,100.56022187702384,4470.854735092613,2,One year,Fiber optic,Bank transfer (automatic),0
CUST-0505,13,49.96686838414908,551.8247217639952,1,Month-to-month,DSL,Credit card (automatic),1
CUST-0506,58,116.21021041650275,6749.627192273665,2,Two year,Fiber optic,Electronic check,0
CUST-0507,20,73.56345005875744,1496.125384042959,2,One year,DSL,Electronic check,0
CUST-0508,61,81.8290798754788,5029.709972073269,2,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0509,39,88.0672373225737,3395.7331950074454,1,Month-to-month,No,Mailed check,1
CUST-0510,1,86.67315298575897,54.484709683914645,3,Month-to-month,DSL,Electronic check,0
CUST-0511,3,71.09707430450621,118.79783481141106,1,One year,Fiber optic,Mailed check,1
CUST-0512,62,62.87642911146835,3870.732602331777,0,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0513,63,25.37819641773779,1517.267767806708,3,One year,Fiber optic,Bank transfer (automatic),0
CUST-0514,25,22.208584530117975,519.585521788217,1,Month-to-month,DSL,Credit card (automatic),0
CUST-0515,56,55.79611945327647,3140.9902089187053,0,Month-to-month,DSL,Mailed check,0
CUST-0516,33,53.366089063369266,1776.7682476908437,1,Two year,Fiber optic,Mailed check,0
CUST-0517,38,58.769515483900676,2199.54054724707,3,Two year,No,Electronic check,0
CUST-0518,6,33.836820088819,216.62509971987868,3,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0519,58,93.81682705368436,5515.277606869439,2,Two year,DSL,Electronic check,0
CUST-0520,44,105.69644147762389,4636.734105981284,2,One year,No,Credit card (automatic),0
CUST-0521,45,113.8714635374035,5060.265033752577,2,One year,No,Electronic check,0
CUST-0522,32,69.23623035196259,2254.8396832958665,1,Month-to-month,DSL,Electronic check,0
CUST-0523,45,90.08656991254286,4108.496656836204,3,Month-to-month,No,Electronic check,1
CUST-0524,61,105.55511234358725,6404.03931959492,4,Two year,No,Credit card (automatic),1
CUST-0525,47,61.829111109348595,2871.5161159226927,2,Month-to-month,No,Credit card (automatic),1
CUST-0526,21,50.94127948704444,970.6035897225962,0,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0527,36,113.67245558534901,4069.16626712507,2,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0528,19,71.56765510770731,1313.6492316402075,0,Month-to-month,Fiber optic,Electronic check,0
CUST-0529,20,69.7253886590878,1318.3624143117027,2,One year,No,Mailed check,0
CUST-0530,57,37.841609656349576,2138.7328574567496,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0531,18,30.815501457335674,554.4323299969979,0,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0532,47,104.21068624835117,4888.511108090491,1,Two year,Fiber optic,Mailed check,0
CUST-0533,49,81.4133176187518,3973.0582851280888,2,One year,DSL,Bank transfer (automatic),0
CUST-0534,14,52.58245840194487,812.3721265305188,2,Month-to-month,DSL,Electronic check,1
CUST-0535,15,39.17362173902665,602.975319126635,1,One year,Fiber optic,Bank transfer (automatic),0
CUST-0536,31,75.54972801696314,2374.5779848635957,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0537,1,78.39192892611354,168.9237933868315,4,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0538,54,40.699360124505816,2247.11048000082,1,One year,Fiber optic,Credit card (automatic),0
CUST-0539,3,105.1405747891474,301.741864232993,5,One year,No,Mailed check,1
CUST-0540,16,28.42643661558511,362.1727447360872,0,Two year,DSL,Electronic check,1
CUST-0541,57,55.609308516642166,3151.1645298790527,0,Two year,Fiber optic,Credit card (automatic),0
CUST-0542,12,88.03844137625221,1129.2347560118196,2,Two year,No,Electronic check,1
CUST-0543,16,47.41203638192007,807.5849247671716,0,Two year,Fiber optic,Electronic check,1
CUST-0544,24,102.76751947812718,2448.0516808916163,4,One year,DSL,Electronic check,1
CUST-0545,28,93.98678266004035,2627.6774892445237,3,Two year,DSL,Bank transfer (automatic),0
CUST-0546,8,98.90228445481343,797.6092024949371,2,One year,Fiber optic,Bank transfer (automatic),1
CUST-0547,36,31.910653587671625,1117.9850065018989,2,Month-to-month,DSL,Electronic check,0
CUST-0548,8,34.054712799554295,244.6315625254513,2,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0549,58,48.64737377445836,2789.103289130878,0,Month-to-month,DSL,Credit card (automatic),1
CUST-0550,60,71.80771651975611,4333.0798721301435,4,Two year,Fiber optic,Electronic check,0
CUST-0551,50,94.80160766994024,4687.286618399143,2,One year,DSL,Bank transfer (automatic),0
CUST-0552,28,103.65308907609035,2974.3801524282944,2,Two year,DSL,Credit card (automatic),0
CUST-0553,41,90.43353159571805,3707.4637382547967,1,Month-to-month,DSL,Mailed check,0
CUST-0554,64,112.85968815306383,7167.730280227014,3,Month-to-month,DSL,Electronic check,0
CUST-0555,27,93.87435096159302,2585.9077883932873,2,Month-to-month,Fiber optic,Electronic check,0
CUST-0556,63,50.626788700461475,3264.5022664014787,0,Two year,Fiber optic,Credit card (automatic),1
CUST-0557,17,46.50812843385726,947.6936477254113,3,Two year,Fiber optic,Mailed check,0
CUST-0558,33,89.61924503010898,3025.9737721898155,1,Two year,No,Bank transfer (automatic),0
CUST-0559,29,39.28705686896143,1095.5655622076208,3,Month-to-month,No,Bank transfer (automatic),0
CUST-0560,13,29.271481081026987,391.03255779469663,4,Month-to-month,No,Electronic check,1
CUST-0561,46,73.22228748561939,3494.661340584676,3,Month-to-month,Fiber optic,Electronic check,0
CUST-0562,35,102.16415697789553,3536.8375584182236,3,Month-to-month,DSL,Electronic check,1
CUST-0563,6,30.137984246986353,117.32871648685864,1,Two year,DSL,Electronic check,0
CUST-0564,69,99.18913237957292,6824.55154877444,4,Month-to-month,DSL,Electronic check,1
CUST-0565,47,101.1572004351548,4703.652850222563,2,One year,DSL,Electronic check,0
CUST-0566,25,68.22740000815435,1675.3067296652548,0,One year,Fiber optic,Bank transfer (automatic),0
CUST-0567,66,25.73103100104868,1665.1884332855868,3,Month-to-month,DSL,Electronic check,0
CUST-0568,10,37.45898512471864,410.39215815282057,2,Month-to-month,DSL,Mailed check,0
CUST-0569,56,90.74262751619324,5016.757232036353,1,Two year,Fiber optic,Electronic check,1
CUST-0570,30,91.17779449909494,2741.8772112226125,5,Month-to-month,No,Mailed check,1
CUST-0571,5,109.83552751676653,510.93038381705287,3,One year,DSL,Bank transfer (automatic),1
CUST-0572,33,78.26861465545828,2610.363569085063,0,Month-to-month,DSL,Electronic check,0
CUST-0573,65,32.41073677137774,2139.641079918982,2,Two year,DSL,Electronic check,0
CUST-0574,18,32.14149055049722,623.1774529511647,0,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0575,49,92.11323573568237,4558.170142556653,3,One year,Fiber optic,Mailed check,0
CUST-0576,11,38.37846651079011,391.1078843857327,2,One year,DSL,Electronic check,0
CUST-0577,26,52.83854996166053,1373.5845157950196,1,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0578,63,68.72120069219139,4402.918139707016,0,Month-to-month,No,Electronic check,0
CUST-0579,59,22.47648775761512,1348.207827126643,3,Two year,Fiber optic,Mailed check,0
CUST-0580,27,44.881902701993184,1256.18138848861,0,Month-to-month,Fiber optic,Electronic check,0
CUST-0581,49,60.788960850728,2917.807761002345,1,One year,No,Mailed check,0
CUST-0582,33,47.96363184932063,1630.4801969044568,0,One year,Fiber optic,Bank transfer (automatic),0
CUST-0583,1,33.63703274675658,0.0,3,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0584,21,92.80122577961974,1872.3754377371888,2,Month-to-month,No,Credit card (automatic),0
CUST-0585,55,101.31476551679849,5527.341407166013,2,Month-to-month,Fiber optic,Mailed check,1
CUST-0586,6,45.747897614372484,295.76722617099114,3,One year,Fiber optic,Credit card (automatic),0
CUST-0587,69,97.44194946063033,6753.33163539738,4,One year,Fiber optic,Bank transfer (automatic),0
CUST-0588,5,58.55535644013138,252.07344783393557,2,Two year,No,Mailed check,0
CUST-0589,3,70.66857908540028,115.77055968715698,6,One year,Fiber optic,Credit card (automatic),0
CUST-0590,53,105.60010748931528,5644.48036870971,3,Two year,DSL,Bank transfer (automatic),0
CUST-0591,23,94.99536818024079,2214.2731561724604,2,Month-to-month,Fiber optic,Mailed check,0
CUST-0592,53,100.51168513161777,5348.509307438403,1,One year,Fiber optic,Electronic check,0
CUST-0593,37,33.68451665863568,1342.6600385201268,2,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0594,17,26.971942583372947,466.02395923533527,3,Month-to-month,No,Electronic check,0
CUST-0595,1,109.3404729087987,59.745266742451705,6,One year,DSL,Electronic check,1
CUST-0596,51,58.783426957109434,3064.3931102064807,1,Two year,Fiber optic,Credit card (automatic),0
CUST-0597,45,48.78796780696808,2175.0849326539487,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0598,4,92.46962542618245,364.61953086510863,3,Two year,Fiber optic,Electronic check,0
CUST-0599,62,103.64155965798567,6398.954346846926,1,Month-to-month,DSL,Credit card (automatic),0
CUST-0600,65,106.2489621898301,6864.563888814277,2,Two year,Fiber optic,Electronic check,1
CUST-0601,32,51.59971411252273,1630.1128146681708,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0602,34,105.2212391201674,3653.5536340592216,2,Month-to-month,DSL,Bank transfer (automatic),1
CUST-0603,39,24.09339443743454,886.316627543408,1,Two year,Fiber optic,Electronic check,0
CUST-0604,26,24.966149145971887,702.5955197560932,3,One year,Fiber optic,Credit card (automatic),0
CUST-0605,34,82.35191951741544,2707.512063805891,2,One year,Fiber optic,Electronic check,0
CUST-0606,54,26.310636911554624,1500.8225509727238,1,One year,Fiber optic,Bank transfer (automatic),0
CUST-0607,3,52.46091685101615,242.669367007309,2,Two year,Fiber optic,Electronic check,0
CUST-0608,50,87.2755986246924,4312.591952626284,5,One year,Fiber optic,Electronic check,1
CUST-0609,12,53.726689605422635,648.667092528748,4,One year,DSL,Electronic check,1
CUST-0610,65,37.95997814400959,2499.591175321533,0,Two year,DSL,Electronic check,0
CUST-0611,54,48.135062185384164,2569.0879963079424,1,Two year,DSL,Mailed check,0
CUST-0612,5,65.75753322504318,422.92474136891576,4,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0613,57,67.53858553554824,3850.7799470989776,1,One year,DSL,Credit card (automatic),0
CUST-0614,17,98.30002313472019,1645.094217375512,2,One year,Fiber optic,Electronic check,0
CUST-0615,47,95.01532294315125,4469.661278328241,3,Month-to-month,Fiber optic,Mailed check,1
CUST-0616,23,65.68178045561352,1473.8695343704844,1,One year,Fiber optic,Electronic check,0
CUST-0617,14,104.56673490987714,1464.9807488577396,2,Month-to-month,No,Mailed check,0
CUST-0618,66,31.423713859139582,2051.4764031936934,1,Month-to-month,DSL,Mailed check,0
CUST-0619,51,45.53533502289015,2283.350559846931,1,Two year,Fiber optic,Mailed check,0
CUST-0620,38,102.79764635022515,3946.183898332268,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0621,64,57.79940386261531,3614.540501510798,2,One year,DSL,Bank transfer (automatic),0
CUST-0622,38,118.11815587938422,4576.6294228525685,1,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0623,50,66.62532815278354,3342.785866159588,1,One year,DSL,Electronic check,0
CUST-0624,30,99.19356229637641,3068.1640186510976,1,Month-to-month,No,Electronic check,0
CUST-0625,51,60.23070413823719,3119.866295629951,1,Month-to-month,Fiber optic,Mailed check,0
CUST-0626,63,62.49535190624304,3870.0349396999113,1,Two year,Fiber optic,Credit card (automatic),0
CUST-0627,52,58.28831472841835,3034.5284780477905,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0628,38,91.90756205108117,3402.727706542497,1,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0629,30,74.75178840599945,2197.374520361254,2,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0630,51,114.37781113683691,5826.42798990469,3,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0631,5,45.08903165341047,190.19035543277397,5,Month-to-month,Fiber optic,Credit card (automatic),1
CUST-0632,29,30.056273208344436,847.8088113166775,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0633,4,59.326148509921524,203.95029803289617,2,One year,No,Electronic check,0
CUST-0634,10,81.6712707646776,928.1660212662593,2,Two year,DSL,Credit card (automatic),0
CUST-0635,56,106.0798936915495,5946.41679724883,2,One year,Fiber optic,Bank transfer (automatic),0
CUST-0636,17,54.619688668032765,959.7079036400121,1,One year,Fiber optic,Mailed check,0
CUST-0637,17,85.37867511244616,1448.8479890996837,2,Month-to-month,DSL,Bank transfer (automatic),1
CUST-0638,69,55.01986810232191,3813.2400731297403,0,Two year,Fiber optic,Credit card (automatic),0
CUST-0639,34,81.72195829944582,2675.7780004847396,2,Month-to-month,Fiber optic,Mailed check,0
CUST-0640,6,108.48079470306509,734.4201433678644,3,Two year,No,Credit card (automatic),0
CUST-0641,53,43.1357642259409,2250.1054183537503,4,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0642,66,60.424164210703914,4045.284942984547,2,Two year,Fiber optic,Mailed check,0
CUST-0643,43,119.32651964297466,5190.274997982813,1,One year,No,Bank transfer (automatic),0
CUST-0644,23,106.85570282494608,2367.764920649199,1,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0645,55,76.4639857896202,4208.323338244362,2,Two year,Fiber optic,Mailed check,0
CUST-0646,16,71.66275918542753,1166.870798166777,1,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0647,8,48.4600382304681,393.1703327594632,2,One year,DSL,Bank transfer (automatic),1
CUST-0648,4,71.72094276935294,286.83676201760585,5,Two year,No,Credit card (automatic),1
CUST-0649,4,104.81814982799472,397.48223168028113,2,Month-to-month,DSL,Electronic check,0
CUST-0650,56,88.51745132777806,4921.285172492997,4,Month-to-month,Fiber optic,Electronic check,0
CUST-0651,25,49.004402817798656,1278.0120821901135,0,One year,Fiber optic,Bank transfer (automatic),0
CUST-0652,67,40.14639210535329,2709.696228269294,1,One year,DSL,Mailed check,0
CUST-0653,67,46.52085369968291,3126.1632808236454,0,Two year,DSL,Electronic check,0
CUST-0654,27,36.97592013928265,918.2939743763475,2,Two year,DSL,Bank transfer (automatic),0
CUST-0655,32,29.564069602371596,933.215930279597,2,Month-to-month,DSL,Credit card (automatic),0
CUST-0656,50,61.9136174442055,3092.8897915824896,2,Two year,No,Mailed check,0
CUST-0657,61,31.32996043982677,1953.1666105786583,3,Two year,Fiber optic,Credit card (automatic),0
CUST-0658,51,37.191255772710434,1809.5763841859336,4,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0659,19,74.73246843394861,1365.1266676098521,3,Month-to-month,No,Electronic check,1
CUST-0660,21,36.45992736995747,855.5950382004729,4,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0661,5,26.387976743090285,92.07073542541161,6,Two year,Fiber optic,Mailed check,1
CUST-0662,42,51.73888500278852,2080.455355530651,1,Month-to-month,DSL,Credit card (automatic),1
CUST-0663,61,42.031909862196756,2529.0379351702777,2,Two year,Fiber optic,Electronic check,0
CUST-0664,22,71.53051879943767,1533.9806413878653,0,Two year,Fiber optic,Electronic check,0
CUST-0665,21,30.23670845832093,667.527230658854,0,Month-to-month,No,Electronic check,0
CUST-0666,70,95.17707876829782,6694.337588917877,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0667,1,110.62335194351387,62.155261441149435,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0668,5,94.34351739561944,452.7714423012727,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0669,12,73.28270374013943,906.2392995235195,0,Month-to-month,No,Mailed check,1
CUST-0670,46,106.06678217888852,4907.5943689365195,1,One year,Fiber optic,Mailed check,1
CUST-0671,34,89.49183797815076,2990.992900599206,3,One year,DSL,Electronic check,0
CUST-0672,49,21.055112245018986,985.496346533925,2,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0673,45,59.40901527745031,2779.222304671606,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0674,27,105.09518994068,2824.5842856951,2,One year,DSL,Electronic check,0
CUST-0675,26,54.58588579752693,1493.905453322645,1,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0676,47,23.52151735255235,1116.9418652052184,2,Month-to-month,Fiber optic,Electronic check,0
CUST-0677,56,94.61796385522723,5353.357222753689,2,Month-to-month,DSL,Mailed check,0
CUST-0678,63,100.20382702828685,6344.105404615142,2,One year,Fiber optic,Electronic check,0
CUST-0679,48,36.05936950433085,1739.3995119024019,0,Two year,No,Credit card (automatic),0
CUST-0680,61,73.73404968431812,4505.735125814564,2,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0681,26,39.19554389957258,957.0488965001257,0,One year,DSL,Electronic check,0
CUST-0682,36,91.92344190441467,3300.9101561535936,2,Two year,No,Bank transfer (automatic),0
CUST-0683,1,47.15504551774857,21.052867561447755,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0684,8,51.621512256333006,396.58038854259513,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0685,52,104.49708536401013,5415.370118334882,1,One year,Fiber optic,Electronic check,0
CUST-0686,47,67.63223522069043,3186.8350154602367,1,Month-to-month,No,Credit card (automatic),1
CUST-0687,56,86.97544512182478,4902.52260598196,3,One year,DSL,Electronic check,0
CUST-0688,14,60.23730507224676,836.4460264938903,1,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0689,28,49.800685719375544,1442.1632514337007,4,Two year,Fiber optic,Credit card (automatic),0
CUST-0690,2,82.54780604246614,144.3231700716561,3,Two year,Fiber optic,Mailed check,0
CUST-0691,26,35.485757407882126,926.9645226280951,1,Month-to-month,DSL,Credit card (automatic),1
CUST-0692,14,57.2999835566863,928.3683006767856,3,Month-to-month,No,Credit card (automatic),1
CUST-0693,59,40.90370373859223,2353.2489236356137,3,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0694,56,89.57949669407455,4995.382243864204,2,Month-to-month,DSL,Mailed check,0
CUST-0695,7,114.42088383461076,710.2266625232462,3,One year,Fiber optic,Bank transfer (automatic),1
CUST-0696,3,119.55109680158664,370.07565406015334,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0697,23,65.02768104415907,1496.4635320162356,2,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0698,18,45.25303896364445,820.8406785176627,0,Month-to-month,DSL,Electronic check,0
CUST-0699,38,64.28293703843241,2397.173835105477,2,Month-to-month,No,Credit card (automatic),0
CUST-0700,15,104.72694099627238,1532.8189525695846,1,Month-to-month,DSL,Credit card (automatic),1
CUST-0701,64,40.60056785520399,2601.1392172784313,0,One year,No,Mailed check,0
CUST-0702,28,115.20956516529237,3155.72748295324,3,One year,Fiber optic,Bank transfer (automatic),1
CUST-0703,39,54.1865768798151,2157.3519276969864,1,One year,No,Mailed check,0
CUST-0704,57,118.5803659450305,6689.536618651018,3,Month-to-month,No,Electronic check,1
CUST-0705,17,103.86088875339622,1758.0873346642911,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0706,44,100.85705341473903,4415.920754948253,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0707,25,51.790467377328355,1269.7592802204872,3,Month-to-month,No,Bank transfer (automatic),0
CUST-0708,17,20.877721194792947,274.63493428115345,1,One year,Fiber optic,Bank transfer (automatic),1
CUST-0709,13,58.213290882598784,754.5629947260123,2,One year,DSL,Electronic check,0
CUST-0710,25,50.180936966269364,1194.1206928168056,2,Month-to-month,DSL,Electronic check,1
CUST-0711,68,23.739699040879728,1621.3091431698308,1,One year,Fiber optic,Electronic check,0
CUST-0712,10,70.53652565059296,667.3909994510315,3,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0713,67,60.30313112827366,4037.7962637807304,1,Two year,Fiber optic,Electronic check,0
CUST-0714,18,83.45564677415247,1411.6342676485551,4,Two year,Fiber optic,Electronic check,1
CUST-0715,34,82.11863221940833,2837.647405308694,3,Month-to-month,DSL,Credit card (automatic),0
CUST-0716,8,32.07466358966801,311.41435942274103,3,One year,DSL,Mailed check,1
CUST-0717,40,117.69655461266225,4680.258017135822,3,One year,No,Bank transfer (automatic),0
CUST-0718,42,38.69314294414469,1765.182522565036,1,Month-to-month,DSL,Mailed check,0
CUST-0719,41,64.52740247647046,2683.6592832040674,0,Two year,Fiber optic,Electronic check,0
CUST-0720,6,68.8117543433735,399.9595733901012,2,One year,DSL,Electronic check,1
CUST-0721,52,101.30627972141201,5243.3790097521205,5,One year,DSL,Bank transfer (automatic),0
CUST-0722,26,29.922959609464677,738.9301509208001,1,One year,No,Mailed check,0
CUST-0723,64,62.864427920853174,3993.7864592553815,1,Month-to-month,DSL,Mailed check,0
CUST-0724,59,82.85021702362039,4882.669334197164,2,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0725,56,41.51556216240556,2322.683524567473,0,Month-to-month,Fiber optic,Mailed check,0
CUST-0726,59,82.74678987660728,4811.859030129665,1,Month-to-month,No,Electronic check,1
CUST-0727,70,112.36648375496527,7933.391074528409,4,Two year,DSL,Credit card (automatic),0
CUST-0728,33,119.7518131172675,3991.1484049033725,1,Month-to-month,Fiber optic,Electronic check,1
CUST-0729,53,23.245107679067573,1324.352678734131,1,Two year,DSL,Credit card (automatic),0
CUST-0730,22,43.558822824467754,976.6886272196027,1,Two year,DSL,Credit card (automatic),0
CUST-0731,21,51.03071157916975,1123.9811107757125,2,Two year,Fiber optic,Electronic check,0
CUST-0732,70,59.91261004449661,4131.371208498866,1,Month-to-month,DSL,Credit card (automatic),0
CUST-0733,70,44.22571575847674,3125.9123379079333,2,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0734,4,40.34879945553125,71.81215014653594,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0735,62,115.45538424175,7109.653171765573,1,Two year,Fiber optic,Bank transfer (automatic),0
CUST-0736,62,111.85216027705178,7060.161431709835,1,Two year,Fiber optic,Credit card (automatic),0
CUST-0737,24,24.699250100311748,575.2875312109,2,Month-to-month,Fiber optic,Bank transfer (automatic),0
CUST-0738,55,53.881302160484815,2962.5147947374194,3,Month-to-month,DSL,Credit card (automatic),0
CUST-0739,9,60.51485536784066,579.7307471715172,3,One year,Fiber optic,Bank transfer (automatic),0
CUST-0740,3,43.90145346659433,129.76497624419835,1,Month-to-month,No,Credit card (automatic),0
CUST-0741,31,82.88728969881755,2518.4343827304,1,Two year,Fiber optic,Mailed check,0
CUST-0742,40,84.0380746644241,3311.685933972857,4,Two year,No,Bank transfer (automatic),0
CUST-0743,36,105.05042283285971,3821.8888842020197,4,One year,DSL,Credit card (automatic),0
CUST-0744,24,94.08692683852178,2272.99975574936,2,One year,No,Mailed check,1
CUST-0745,6,74.25733269659557,487.36302332124063,3,One year,Fiber optic,Electronic check,0
CUST-0746,66,85.35867700444199,5663.041775207568,2,Month-to-month,Fiber optic,Electronic check,0
CUST-0747,4,47.39887815430181,192.61856318990883,2,Two year,DSL,Credit card (automatic),0
CUST-0748,6,79.30561899673576,476.49357391211623,3,Two year,DSL,Credit card (automatic),0
CUST-0749,51,68.92272547499192,3519.897079066429,2,Month-to-month,Fiber optic,Mailed check,1
CUST-0750,62,33.33444673163704,2048.552229821186,4,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0751,57,44.254427658297075,2504.8991107871248,3,Month-to-month,Fiber optic,Electronic check,1
CUST-0752,66,49.169345072158606,3270.276446296185,2,Two year,Fiber optic,Electronic check,0
CUST-0753,8,112.4309567052558,971.4827882406111,3,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0754,26,43.03866393858895,1035.214421890426,3,One year,DSL,Mailed check,0
CUST-0755,51,48.924390281966815,2614.518720524021,0,Month-to-month,DSL,Electronic check,1
CUST-0756,45,56.93541300894323,2596.7249608597176,3,Two year,No,Bank transfer (automatic),1
CUST-0757,44,86.3742738625387,3822.2433069902327,2,One year,Fiber optic,Electronic check,0
CUST-0758,5,31.823839247214053,108.70366539647863,1,Month-to-month,DSL,Bank transfer (automatic),0
CUST-0759,70,115.3945212493776,8042.02134105944,3,Month-to-month,Fiber optic,Mailed check,1
CUST-0760,26,106.55712200947644,2801.0495127833638,2,Month-to-month,Fiber optic,Credit card (automatic),0
CUST-0761,68,77.72160730089502,5297.612384429478,0,Two year,DSL,Credit card (automatic),0
CUST-0762,19,87.40378674249567,1596.0748688260342,1,One year,DSL,Bank transfer (automatic),1
CUST-0763,20,21.6660471244216,390.21609030119237,1,Month-to-month,No,Electronic check,1
CUST-0764,12,53.89447753484487,609.7486142416724,1,Month-to-month,DSL,Credit card (automatic),0
CUST-0765,47,99.5660230661442,4638.343177501111,2,Month-to-month,Fiber optic,Electronic check,1
CUST-0766,1,27.74829737923859,41.32135672929294,4,Two year,Fiber optic,Electronic check,1
CUST-0767,14,48.23138342107202,624.0390976981,1,Month-to-month,DSL,Electronic check,0
CUST-0768,64,78.52968283343112,5064.848365912164,0,Two year,DSL,Credit card (automatic),0
CUST-0769,38,45.64130276989418,1660.1028617108966,2,One year,Fiber optic,Credit card (automatic),0
CUST-0770,37,113.39779741445192,4244.527886229081,4,One year,DSL,Credit card (automatic),1
CUST-0771,11,33.10586308042904,517.1498074389522,2,Month-to-month,No,Bank transfer (automatic),0
CUST-0772,3,99.73943579077786,338.1559466599758,5,Month-to-month,DSL,Electronic check,1
CUST-0773,33,70.79486919064082,2309.034030913624,1,One year,DSL,Credit card (automatic),0
CUST-0774,6,95.0330775819956,545.1868246732562,5,Month-to-month,No,Mailed check,1
CUST-0775,50,51.071532831144744,2497.4009055349175,1,Month-to-month,DSL,Mailed check,0
CUST-0776,10,71.44896023120388,768.4089406973442,5,Two year,Fiber optic,Electronic check,0
CUST-0777,5,105.68353497231763,536.568720523227,4,Month-to-month,Fiber optic,Electronic check,1
CUST-0778,23,66.68780991231044,1443.3486016425547,2,Month-to-month,DSL,Credit card (automatic),1
CUST-0779,10,55.971986191026964,487.0487938233607,4,Two year,Fiber optic,Electronic check,0
CUST-0780,44,73.6155386252736,3151.2270010936354,1,Two year,No,Electronic check,0
CUST-0781,2,91.73627530363669,221.5943239672319,3,Month-to-month,No,Bank transfer (automatic),1
CUST-0782,13,64.35633454985027,786.5409982594952,1,Two year,Fiber optic,Electronic check,0
CUST-0783,40,113.8876975142273,4597.201500140576,4,One year,DSL,Electronic check,0
CUST-0784,2,49.4945824042342,71.07900464498859,2,Two year,DSL,Credit card (automatic),0
CUST-0785,65,67.54636061691204,4430.138246967506,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0786,63,95.69276593414415,6015.776154405607,5,Two year,DSL,Bank transfer (automatic),0
CUST-0787,17,88.91210904957582,1558.9978674545382,2,Month-to-month,DSL,Mailed check,0
CUST-0788,9,106.36410524171562,917.6693660090743,2,Month-to-month,DSL,Electronic check,0
CUST-0789,15,119.68091806811088,1758.483297580919,3,Month-to-month,Fiber optic,Bank transfer (automatic),1
CUST-0790,24,62.68583287950896,1481.6933146589017,2,Month-to-month,DSL,Electronic check,1
CUST-0791,38,31.115087978331182,1224.0612668474198,3,One year,Fiber optic,Electronic check,0
CUST-0792,35,23.0415880807968,752.3442953725479,1,One year,DSL,Electronic check,0
CUST-0793,49,92.68769061397717,4512.867258464927,3,Month-to-month,Fiber optic,Electronic check,0
CUST-0794,69,107.40136713087156,7398.197298902842,2,Month-to-month,DSL,Mailed check,1
CUST-0795,62,42.071258594441865,2628.3712922201157,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0796,60,35.8448037189906,2130.8774652755474,1,Month-to-month,Fiber optic,Electronic check,0
CUST-0797,50,26.220509152569097,1339.9069938957537,1,Month-to-month,Fiber optic,Credit card (automatic),0
